date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:44:37	110422/110422	---MCZ	200	added ('OK')	text/html	date:Fri,%2006%20Jun%202025%2008:52:58%20GMT	https://manuais.pages.iessanclemente.net/plantillas/dam/ad/00ayudas/05kotlin/01progestructurada/coleccionesbasicas/120.-string/index.html	C:/Users/Javi/Desktop/AD/AD/manuais.pages.iessanclemente.net/plantillas/dam/ad/00ayudas/05kotlin/01progestructurada/coleccionesbasicas/120.-string/index.html	(from https://manuais.pages.iessanclemente.net/plantillas/dam/ad/index.html)
22:44:37	93085/93085	---MCZ	200	added ('OK')	text/html	date:Fri,%2006%20Jun%202025%2008:52:58%20GMT	https://manuais.pages.iessanclemente.net/plantillas/dam/ad/00ayudas/05kotlin/01progestructurada/coleccionesbasicas/130.-listas/index.html	C:/Users/Javi/Desktop/AD/AD/manuais.pages.iessanclemente.net/plantillas/dam/ad/00ayudas/05kotlin/01progestructurada/coleccionesbasicas/130.-listas/index.html	(from https://manuais.pages.iessanclemente.net/plantillas/dam/ad/index.html)
22:44:37	92259/92259	---MCZ	200	added ('OK')	text/html	date:Fri,%2006%20Jun%202025%2008:52:58%20GMT	https://manuais.pages.iessanclemente.net/plantillas/dam/ad/00ayudas/05kotlin/01progestructurada/coleccionesbasicas/140.rangos-/index.html	C:/Users/Javi/Desktop/AD/AD/manuais.pages.iessanclemente.net/plantillas/dam/ad/00ayudas/05kotlin/01progestructurada/coleccionesbasicas/140.rangos-/index.html	(from https://manuais.pages.iessanclemente.net/plantillas/dam/ad/index.html)
22:44:38	92922/92922	---MCZ	200	added ('OK')	text/html	date:Fri,%2006%20Jun%202025%2008:52:58%20GMT	https://manuais.pages.iessanclemente.net/plantillas/dam/ad/00ayudas/05kotlin/01progestructurada/150.-entrada_teclado/index.html	C:/Users/Javi/Desktop/AD/AD/manuais.pages.iessanclemente.net/plantillas/dam/ad/00ayudas/05kotlin/01progestructurada/150.-entrada_teclado/index.html	(from https://manuais.pages.iessanclemente.net/plantillas/dam/ad/index.html)
22:44:38	82025/82025	---MCZ	200	added ('OK')	text/html	date:Fri,%2006%20Jun%202025%2008:52:58%20GMT	https://manuais.pages.iessanclemente.net/plantillas/dam/ad/00ayudas/05kotlin/01progestructurada/control_de_-flujo/index.html	C:/Users/Javi/Desktop/AD/AD/manuais.pages.iessanclemente.net/plantillas/dam/ad/00ayudas/05kotlin/01progestructurada/control_de_-flujo/index.html	(from https://manuais.pages.iessanclemente.net/plantillas/dam/ad/index.html)
22:44:38	84072/84072	---MCZ	200	added ('OK')	text/html	date:Fri,%2006%20Jun%202025%2008:52:58%20GMT	https://manuais.pages.iessanclemente.net/plantillas/dam/ad/00ayudas/05kotlin/01progestructurada/control_de_-flujo/151.-control_de_flujo/index.html	C:/Users/Javi/Desktop/AD/AD/manuais.pages.iessanclemente.net/plantillas/dam/ad/00ayudas/05kotlin/01progestructurada/control_de_-flujo/151.-control_de_flujo/index.html	(from https://manuais.pages.iessanclemente.net/plantillas/dam/ad/index.html)
22:44:38	102165/102165	---MCZ	200	added ('OK')	text/html	date:Fri,%2006%20Jun%202025%2008:52:58%20GMT	https://manuais.pages.iessanclemente.net/plantillas/dam/ad/00ayudas/05kotlin/01progestructurada/control_de_-flujo/160.-sentencia_condicional_if/index.html	C:/Users/Javi/Desktop/AD/AD/manuais.pages.iessanclemente.net/plantillas/dam/ad/00ayudas/05kotlin/01progestructurada/control_de_-flujo/160.-sentencia_condicional_if/index.html	(from https://manuais.pages.iessanclemente.net/plantillas/dam/ad/index.html)
22:44:39	99116/99116	---MCZ	200	added ('OK')	text/html	date:Fri,%2006%20Jun%202025%2008:52:58%20GMT	https://manuais.pages.iessanclemente.net/plantillas/dam/ad/00ayudas/05kotlin/01progestructurada/control_de_-flujo/190.-sentecia_when/index.html	C:/Users/Javi/Desktop/AD/AD/manuais.pages.iessanclemente.net/plantillas/dam/ad/00ayudas/05kotlin/01progestructurada/control_de_-flujo/190.-sentecia_when/index.html	(from https://manuais.pages.iessanclemente.net/plantillas/dam/ad/index.html)
22:44:39	91395/91395	---MCZ	200	added ('OK')	text/html	date:Fri,%2006%20Jun%202025%2008:52:58%20GMT	https://manuais.pages.iessanclemente.net/plantillas/dam/ad/00ayudas/05kotlin/01progestructurada/control_de_-flujo/200.-bucle_for/index.html	C:/Users/Javi/Desktop/AD/AD/manuais.pages.iessanclemente.net/plantillas/dam/ad/00ayudas/05kotlin/01progestructurada/control_de_-flujo/200.-bucle_for/index.html	(from https://manuais.pages.iessanclemente.net/plantillas/dam/ad/index.html)
22:44:39	91266/91266	---MCZ	200	added ('OK')	text/html	date:Fri,%2006%20Jun%202025%2008:52:58%20GMT	https://manuais.pages.iessanclemente.net/plantillas/dam/ad/00ayudas/05kotlin/01progestructurada/control_de_-flujo/210.-while_y_do_while/index.html	C:/Users/Javi/Desktop/AD/AD/manuais.pages.iessanclemente.net/plantillas/dam/ad/00ayudas/05kotlin/01progestructurada/control_de_-flujo/210.-while_y_do_while/index.html	(from https://manuais.pages.iessanclemente.net/plantillas/dam/ad/index.html)
22:44:39	88275/88275	---MCZ	200	added ('OK')	text/html	date:Fri,%2006%20Jun%202025%2008:52:58%20GMT	https://manuais.pages.iessanclemente.net/plantillas/dam/ad/00ayudas/05kotlin/01progestructurada/control_de_-flujo/220.-variables_locales_y_bloques/index.html	C:/Users/Javi/Desktop/AD/AD/manuais.pages.iessanclemente.net/plantillas/dam/ad/00ayudas/05kotlin/01progestructurada/control_de_-flujo/220.-variables_locales_y_bloques/index.html	(from https://manuais.pages.iessanclemente.net/plantillas/dam/ad/index.html)
22:44:39	90763/90763	---MCZ	200	added ('OK')	text/html	date:Fri,%2006%20Jun%202025%2008:52:59%20GMT	https://manuais.pages.iessanclemente.net/plantillas/dam/ad/00ayudas/05kotlin/01progestructurada/control_de_-flujo/230.-break_y_continue/index.html	C:/Users/Javi/Desktop/AD/AD/manuais.pages.iessanclemente.net/plantillas/dam/ad/00ayudas/05kotlin/01progestructurada/control_de_-flujo/230.-break_y_continue/index.html	(from https://manuais.pages.iessanclemente.net/plantillas/dam/ad/index.html)
22:44:40	82915/82915	---MCZ	200	added ('OK')	text/html	date:Fri,%2006%20Jun%202025%2008:52:59%20GMT	https://manuais.pages.iessanclemente.net/plantillas/dam/ad/00ayudas/05kotlin/01progestructurada/control_de_-flujo/240.otras_formas_de_iterar/index.html	C:/Users/Javi/Desktop/AD/AD/manuais.pages.iessanclemente.net/plantillas/dam/ad/00ayudas/05kotlin/01progestructurada/control_de_-flujo/240.otras_formas_de_iterar/index.html	(from https://manuais.pages.iessanclemente.net/plantillas/dam/ad/index.html)
22:44:40	123264/123264	---MCZ	200	added ('OK')	text/html	date:Fri,%2006%20Jun%202025%2008:52:58%20GMT	https://manuais.pages.iessanclemente.net/plantillas/dam/ad/00ayudas/05kotlin/01progestructurada/250.-funciones/index.html	C:/Users/Javi/Desktop/AD/AD/manuais.pages.iessanclemente.net/plantillas/dam/ad/00ayudas/05kotlin/01progestructurada/250.-funciones/index.html	(from https://manuais.pages.iessanclemente.net/plantillas/dam/ad/index.html)
22:44:40	100740/100740	---MCZ	200	added ('OK')	text/html	date:Fri,%2006%20Jun%202025%2008:52:58%20GMT	https://manuais.pages.iessanclemente.net/plantillas/dam/ad/00ayudas/05kotlin/01progestructurada/260.el_valor_nulo/index.html	C:/Users/Javi/Desktop/AD/AD/manuais.pages.iessanclemente.net/plantillas/dam/ad/00ayudas/05kotlin/01progestructurada/260.el_valor_nulo/index.html	(from https://manuais.pages.iessanclemente.net/plantillas/dam/ad/index.html)
22:44:40	92642/92642	---MCZ	200	added ('OK')	text/html	date:Fri,%2006%20Jun%202025%2008:52:58%20GMT	https://manuais.pages.iessanclemente.net/plantillas/dam/ad/00ayudas/05kotlin/01progestructurada/270.-readline/index.html	C:/Users/Javi/Desktop/AD/AD/manuais.pages.iessanclemente.net/plantillas/dam/ad/00ayudas/05kotlin/01progestructurada/270.-readline/index.html	(from https://manuais.pages.iessanclemente.net/plantillas/dam/ad/index.html)
22:44:41	82160/82160	---MCZ	200	added ('OK')	text/html	date:Fri,%2006%20Jun%202025%2008:52:59%20GMT	https://manuais.pages.iessanclemente.net/plantillas/dam/ad/00ayudas/05kotlin/01progestructurada/mas_sobre_colecciones_basicas/index.html	C:/Users/Javi/Desktop/AD/AD/manuais.pages.iessanclemente.net/plantillas/dam/ad/00ayudas/05kotlin/01progestructurada/mas_sobre_colecciones_basicas/index.html	(from https://manuais.pages.iessanclemente.net/plantillas/dam/ad/index.html)
22:44:41	92371/92371	---MCZ	200	added ('OK')	text/html	date:Fri,%2006%20Jun%202025%2008:52:59%20GMT	https://manuais.pages.iessanclemente.net/plantillas/dam/ad/00ayudas/05kotlin/01progestructurada/mas_sobre_colecciones_basicas/310.-arrays/index.html	C:/Users/Javi/Desktop/AD/AD/manuais.pages.iessanclemente.net/plantillas/dam/ad/00ayudas/05kotlin/01progestructurada/mas_sobre_colecciones_basicas/310.-arrays/index.html	(from https://manuais.pages.iessanclemente.net/plantillas/dam/ad/index.html)
22:44:41	109716/109716	---MCZ	200	added ('OK')	text/html	date:Fri,%2006%20Jun%202025%2008:52:59%20GMT	https://manuais.pages.iessanclemente.net/plantillas/dam/ad/00ayudas/05kotlin/01progestructurada/mas_sobre_colecciones_basicas/320.-listas/index.html	C:/Users/Javi/Desktop/AD/AD/manuais.pages.iessanclemente.net/plantillas/dam/ad/00ayudas/05kotlin/01progestructurada/mas_sobre_colecciones_basicas/320.-listas/index.html	(from https://manuais.pages.iessanclemente.net/plantillas/dam/ad/index.html)
22:44:41	85297/85297	---MCZ	200	added ('OK')	text/html	date:Fri,%2006%20Jun%202025%2008:52:59%20GMT	https://manuais.pages.iessanclemente.net/plantillas/dam/ad/00ayudas/05kotlin/01progestructurada/mas_sobre_colecciones_basicas/330.rangos-/index.html	C:/Users/Javi/Desktop/AD/AD/manuais.pages.iessanclemente.net/plantillas/dam/ad/00ayudas/05kotlin/01progestructurada/mas_sobre_colecciones_basicas/330.rangos-/index.html	(from https://manuais.pages.iessanclemente.net/plantillas/dam/ad/index.html)
22:44:41	93160/93160	---MCZ	200	added ('OK')	text/html	date:Fri,%2006%20Jun%202025%2008:52:59%20GMT	https://manuais.pages.iessanclemente.net/plantillas/dam/ad/00ayudas/05kotlin/01progestructurada/mas_sobre_colecciones_basicas/340.mapas-/index.html	C:/Users/Javi/Desktop/AD/AD/manuais.pages.iessanclemente.net/plantillas/dam/ad/00ayudas/05kotlin/01progestructurada/mas_sobre_colecciones_basicas/340.mapas-/index.html	(from https://manuais.pages.iessanclemente.net/plantillas/dam/ad/index.html)
22:44:42	97823/97823	---MCZ	200	added ('OK')	text/html	date:Fri,%2006%20Jun%202025%2008:52:59%20GMT	https://manuais.pages.iessanclemente.net/plantillas/dam/ad/00ayudas/05kotlin/01progestructurada/mas_sobre_colecciones_basicas/350.iterar_sobre_colecciones/index.html	C:/Users/Javi/Desktop/AD/AD/manuais.pages.iessanclemente.net/plantillas/dam/ad/00ayudas/05kotlin/01progestructurada/mas_sobre_colecciones_basicas/350.iterar_sobre_colecciones/index.html	(from https://manuais.pages.iessanclemente.net/plantillas/dam/ad/index.html)
22:44:42	80585/80585	---MCZ	200	added ('OK')	text/html	date:Fri,%2006%20Jun%202025%2008:52:59%20GMT	https://manuais.pages.iessanclemente.net/plantillas/dam/ad/00ayudas/05kotlin/02progoo/index.html	C:/Users/Javi/Desktop/AD/AD/manuais.pages.iessanclemente.net/plantillas/dam/ad/00ayudas/05kotlin/02progoo/index.html	(from https://manuais.pages.iessanclemente.net/plantillas/dam/ad/index.html)
22:44:42	92789/92789	---MCZ	200	added ('OK')	text/html	date:Fri,%2006%20Jun%202025%2008:52:59%20GMT	https://manuais.pages.iessanclemente.net/plantillas/dam/ad/00ayudas/05kotlin/02progoo/1010.objetos_y_clases/index.html	C:/Users/Javi/Desktop/AD/AD/manuais.pages.iessanclemente.net/plantillas/dam/ad/00ayudas/05kotlin/02progoo/1010.objetos_y_clases/index.html	(from https://manuais.pages.iessanclemente.net/plantillas/dam/ad/index.html)
22:44:42	110673/110673	---MCZ	200	added ('OK')	text/html	date:Fri,%2006%20Jun%202025%2008:52:59%20GMT	https://manuais.pages.iessanclemente.net/plantillas/dam/ad/00ayudas/05kotlin/02progoo/1020.constructores-/index.html	C:/Users/Javi/Desktop/AD/AD/manuais.pages.iessanclemente.net/plantillas/dam/ad/00ayudas/05kotlin/02progoo/1020.constructores-/index.html	(from https://manuais.pages.iessanclemente.net/plantillas/dam/ad/index.html)
22:44:43	104681/104681	---MCZ	200	added ('OK')	text/html	date:Fri,%2006%20Jun%202025%2008:52:59%20GMT	https://manuais.pages.iessanclemente.net/plantillas/dam/ad/00ayudas/05kotlin/02progoo/1030.propiedades/index.html	C:/Users/Javi/Desktop/AD/AD/manuais.pages.iessanclemente.net/plantillas/dam/ad/00ayudas/05kotlin/02progoo/1030.propiedades/index.html	(from https://manuais.pages.iessanclemente.net/plantillas/dam/ad/index.html)
22:44:43	85094/85094	---MCZ	200	added ('OK')	text/html	date:Fri,%2006%20Jun%202025%2008:52:59%20GMT	https://manuais.pages.iessanclemente.net/plantillas/dam/ad/00ayudas/05kotlin/02progoo/1040.sobreescribir_tostring/index.html	C:/Users/Javi/Desktop/AD/AD/manuais.pages.iessanclemente.net/plantillas/dam/ad/00ayudas/05kotlin/02progoo/1040.sobreescribir_tostring/index.html	(from https://manuais.pages.iessanclemente.net/plantillas/dam/ad/index.html)
22:44:43	96558/96558	---MCZ	200	added ('OK')	text/html	date:Fri,%2006%20Jun%202025%2008:52:59%20GMT	https://manuais.pages.iessanclemente.net/plantillas/dam/ad/00ayudas/05kotlin/02progoo/1060.modificadoresvisibilidad/index.html	C:/Users/Javi/Desktop/AD/AD/manuais.pages.iessanclemente.net/plantillas/dam/ad/00ayudas/05kotlin/02progoo/1060.modificadoresvisibilidad/index.html	(from https://manuais.pages.iessanclemente.net/plantillas/dam/ad/index.html)
22:44:43	87825/87825	---MCZ	200	added ('OK')	text/html	date:Fri,%2006%20Jun%202025%2008:52:59%20GMT	https://manuais.pages.iessanclemente.net/plantillas/dam/ad/00ayudas/05kotlin/02progoo/1070.enum/index.html	C:/Users/Javi/Desktop/AD/AD/manuais.pages.iessanclemente.net/plantillas/dam/ad/00ayudas/05kotlin/02progoo/1070.enum/index.html	(from https://manuais.pages.iessanclemente.net/plantillas/dam/ad/index.html)
22:44:43	84123/84123	---MCZ	200	added ('OK')	text/html	date:Fri,%2006%20Jun%202025%2008:52:59%20GMT	https://manuais.pages.iessanclemente.net/plantillas/dam/ad/00ayudas/05kotlin/02progoo/1100.composicion/index.html	C:/Users/Javi/Desktop/AD/AD/manuais.pages.iessanclemente.net/plantillas/dam/ad/00ayudas/05kotlin/02progoo/1100.composicion/index.html	(from https://manuais.pages.iessanclemente.net/plantillas/dam/ad/index.html)
22:44:43	110109/110109	---MCZ	200	added ('OK')	text/html	date:Fri,%2006%20Jun%202025%2008:52:59%20GMT	https://manuais.pages.iessanclemente.net/plantillas/dam/ad/00ayudas/05kotlin/02progoo/1200.herencia/index.html	C:/Users/Javi/Desktop/AD/AD/manuais.pages.iessanclemente.net/plantillas/dam/ad/00ayudas/05kotlin/02progoo/1200.herencia/index.html	(from https://manuais.pages.iessanclemente.net/plantillas/dam/ad/index.html)
22:44:44	100765/100765	---MCZ	200	added ('OK')	text/html	date:Fri,%2006%20Jun%202025%2008:52:59%20GMT	https://manuais.pages.iessanclemente.net/plantillas/dam/ad/00ayudas/05kotlin/02progoo/1220.clases_abstractas_interfaces/index.html	C:/Users/Javi/Desktop/AD/AD/manuais.pages.iessanclemente.net/plantillas/dam/ad/00ayudas/05kotlin/02progoo/1220.clases_abstractas_interfaces/index.html	(from https://manuais.pages.iessanclemente.net/plantillas/dam/ad/index.html)
22:44:44	86778/86778	---MCZ	200	added ('OK')	text/html	date:Fri,%2006%20Jun%202025%2008:52:59%20GMT	https://manuais.pages.iessanclemente.net/plantillas/dam/ad/00ayudas/05kotlin/02progoo/1240.dataclases/index.html	C:/Users/Javi/Desktop/AD/AD/manuais.pages.iessanclemente.net/plantillas/dam/ad/00ayudas/05kotlin/02progoo/1240.dataclases/index.html	(from https://manuais.pages.iessanclemente.net/plantillas/dam/ad/index.html)
22:44:44	96265/96265	---MCZ	200	added ('OK')	text/html	date:Fri,%2006%20Jun%202025%2008:52:59%20GMT	https://manuais.pages.iessanclemente.net/plantillas/dam/ad/00ayudas/05kotlin/02progoo/1250.keywordobject/index.html	C:/Users/Javi/Desktop/AD/AD/manuais.pages.iessanclemente.net/plantillas/dam/ad/00ayudas/05kotlin/02progoo/1250.keywordobject/index.html	(from https://manuais.pages.iessanclemente.net/plantillas/dam/ad/index.html)
22:44:44	88678/88678	---MCZ	200	added ('OK')	text/html	date:Fri,%2006%20Jun%202025%2008:52:59%20GMT	https://manuais.pages.iessanclemente.net/plantillas/dam/ad/00ayudas/05kotlin/02progoo/1255.excepciones/index.html	C:/Users/Javi/Desktop/AD/AD/manuais.pages.iessanclemente.net/plantillas/dam/ad/00ayudas/05kotlin/02progoo/1255.excepciones/index.html	(from https://manuais.pages.iessanclemente.net/plantillas/dam/ad/index.html)
22:44:45	88153/88153	---MCZ	200	added ('OK')	text/html	date:Fri,%2006%20Jun%202025%2008:52:59%20GMT	https://manuais.pages.iessanclemente.net/plantillas/dam/ad/00ayudas/05kotlin/02progoo/1260.genericos/index.html	C:/Users/Javi/Desktop/AD/AD/manuais.pages.iessanclemente.net/plantillas/dam/ad/00ayudas/05kotlin/02progoo/1260.genericos/index.html	(from https://manuais.pages.iessanclemente.net/plantillas/dam/ad/index.html)
22:44:45	84479/84479	---MCZ	200	added ('OK')	text/html	date:Fri,%2006%20Jun%202025%2008:52:59%20GMT	https://manuais.pages.iessanclemente.net/plantillas/dam/ad/00ayudas/05kotlin/02progoo/1265.clausulatypealiases/index.html	C:/Users/Javi/Desktop/AD/AD/manuais.pages.iessanclemente.net/plantillas/dam/ad/00ayudas/05kotlin/02progoo/1265.clausulatypealiases/index.html	(from https://manuais.pages.iessanclemente.net/plantillas/dam/ad/index.html)
22:44:45	87155/87155	---MCZ	200	added ('OK')	text/html	date:Fri,%2006%20Jun%202025%2008:52:59%20GMT	https://manuais.pages.iessanclemente.net/plantillas/dam/ad/00ayudas/05kotlin/02progoo/1270.delegacion/index.html	C:/Users/Javi/Desktop/AD/AD/manuais.pages.iessanclemente.net/plantillas/dam/ad/00ayudas/05kotlin/02progoo/1270.delegacion/index.html	(from https://manuais.pages.iessanclemente.net/plantillas/dam/ad/index.html)
22:44:45	92373/92373	---MCZ	200	added ('OK')	text/html	date:Fri,%2006%20Jun%202025%2008:52:59%20GMT	https://manuais.pages.iessanclemente.net/plantillas/dam/ad/00ayudas/05kotlin/02progoo/1280.claesanidadaseinternas/index.html	C:/Users/Javi/Desktop/AD/AD/manuais.pages.iessanclemente.net/plantillas/dam/ad/00ayudas/05kotlin/02progoo/1280.claesanidadaseinternas/index.html	(from https://manuais.pages.iessanclemente.net/plantillas/dam/ad/index.html)
22:44:45	79616/79616	---MCZ	200	added ('OK')	text/html	date:Fri,%2006%20Jun%202025%2008:52:59%20GMT	https://manuais.pages.iessanclemente.net/plantillas/dam/ad/00ayudas/05kotlin/03progfuncional/index.html	C:/Users/Javi/Desktop/AD/AD/manuais.pages.iessanclemente.net/plantillas/dam/ad/00ayudas/05kotlin/03progfuncional/index.html	(from https://manuais.pages.iessanclemente.net/plantillas/dam/ad/index.html)
22:44:46	142193/142193	---MCZ	200	added ('OK')	text/html	date:Fri,%2006%20Jun%202025%2008:52:59%20GMT	https://manuais.pages.iessanclemente.net/plantillas/dam/ad/00ayudas/05kotlin/03progfuncional/2010.funcioneskotlin/index.html	C:/Users/Javi/Desktop/AD/AD/manuais.pages.iessanclemente.net/plantillas/dam/ad/00ayudas/05kotlin/03progfuncional/2010.funcioneskotlin/index.html	(from https://manuais.pages.iessanclemente.net/plantillas/dam/ad/index.html)
22:44:46	114565/114565	---MCZ	200	added ('OK')	text/html	date:Fri,%2006%20Jun%202025%2008:52:59%20GMT	https://manuais.pages.iessanclemente.net/plantillas/dam/ad/00ayudas/05kotlin/03progfuncional/2020.-basesdepf/index.html	C:/Users/Javi/Desktop/AD/AD/manuais.pages.iessanclemente.net/plantillas/dam/ad/00ayudas/05kotlin/03progfuncional/2020.-basesdepf/index.html	(from https://manuais.pages.iessanclemente.net/plantillas/dam/ad/index.html)
22:44:46	99745/99745	---MCZ	200	added ('OK')	text/html	date:Fri,%2006%20Jun%202025%2008:52:59%20GMT	https://manuais.pages.iessanclemente.net/plantillas/dam/ad/00ayudas/05kotlin/03progfuncional/2030.funcionesordensuperiorcolecciones/index.html	C:/Users/Javi/Desktop/AD/AD/manuais.pages.iessanclemente.net/plantillas/dam/ad/00ayudas/05kotlin/03progfuncional/2030.funcionesordensuperiorcolecciones/index.html	(from https://manuais.pages.iessanclemente.net/plantillas/dam/ad/index.html)
22:44:46	88358/88358	---MCZ	200	added ('OK')	text/html	date:Fri,%2006%20Jun%202025%2008:52:59%20GMT	https://manuais.pages.iessanclemente.net/plantillas/dam/ad/00ayudas/05kotlin/03progfuncional/2040.funcionesordensuperiorysequence/index.html	C:/Users/Javi/Desktop/AD/AD/manuais.pages.iessanclemente.net/plantillas/dam/ad/00ayudas/05kotlin/03progfuncional/2040.funcionesordensuperiorysequence/index.html	(from https://manuais.pages.iessanclemente.net/plantillas/dam/ad/index.html)
22:44:47	84751/84751	---MCZ	200	added ('OK')	text/html	date:Fri,%2006%20Jun%202025%2008:52:59%20GMT	https://manuais.pages.iessanclemente.net/plantillas/dam/ad/01accesoficheros/index.html	C:/Users/Javi/Desktop/AD/AD/manuais.pages.iessanclemente.net/plantillas/dam/ad/01accesoficheros/index.html	(from https://manuais.pages.iessanclemente.net/plantillas/dam/ad/index.html)
22:44:47	83364/83364	---MCZ	200	added ('OK')	text/html	date:Fri,%2006%20Jun%202025%2008:52:59%20GMT	https://manuais.pages.iessanclemente.net/plantillas/dam/ad/01accesoficheros/01javaio/index.html	C:/Users/Javi/Desktop/AD/AD/manuais.pages.iessanclemente.net/plantillas/dam/ad/01accesoficheros/01javaio/index.html	(from https://manuais.pages.iessanclemente.net/plantillas/dam/ad/index.html)
22:44:47	91115/91115	---MCZ	200	added ('OK')	text/html	date:Fri,%2006%20Jun%202025%2008:52:59%20GMT	https://manuais.pages.iessanclemente.net/plantillas/dam/ad/01accesoficheros/01javaio/0100javaiointro/index.html	C:/Users/Javi/Desktop/AD/AD/manuais.pages.iessanclemente.net/plantillas/dam/ad/01accesoficheros/01javaio/0100javaiointro/index.html	(from https://manuais.pages.iessanclemente.net/plantillas/dam/ad/index.html)
22:44:47	172986/172986	---MCZ	200	added ('OK')	text/html	date:Fri,%2006%20Jun%202025%2008:52:59%20GMT	https://manuais.pages.iessanclemente.net/plantillas/dam/ad/01accesoficheros/01javaio/0101javaiofile/index.html	C:/Users/Javi/Desktop/AD/AD/manuais.pages.iessanclemente.net/plantillas/dam/ad/01accesoficheros/01javaio/0101javaiofile/index.html	(from https://manuais.pages.iessanclemente.net/plantillas/dam/ad/index.html)
22:44:47	107342/107342	---MCZ	200	added ('OK')	text/html	date:Fri,%2006%20Jun%202025%2008:52:59%20GMT	https://manuais.pages.iessanclemente.net/plantillas/dam/ad/01accesoficheros/01javaio/0102randomaccessfile/index.html	C:/Users/Javi/Desktop/AD/AD/manuais.pages.iessanclemente.net/plantillas/dam/ad/01accesoficheros/01javaio/0102randomaccessfile/index.html	(from https://manuais.pages.iessanclemente.net/plantillas/dam/ad/index.html)
22:44:48	100102/100102	---MCZ	200	added ('OK')	text/html	date:Fri,%2006%20Jun%202025%2008:52:59%20GMT	https://manuais.pages.iessanclemente.net/plantillas/dam/ad/01accesoficheros/01javaio/0103javaiostreams/index.html	C:/Users/Javi/Desktop/AD/AD/manuais.pages.iessanclemente.net/plantillas/dam/ad/01accesoficheros/01javaio/0103javaiostreams/index.html	(from https://manuais.pages.iessanclemente.net/plantillas/dam/ad/index.html)
22:44:48	122491/122491	---MCZ	200	added ('OK')	text/html	date:Fri,%2006%20Jun%202025%2008:52:59%20GMT	https://manuais.pages.iessanclemente.net/plantillas/dam/ad/01accesoficheros/01javaio/0104bytestream/index.html	C:/Users/Javi/Desktop/AD/AD/manuais.pages.iessanclemente.net/plantillas/dam/ad/01accesoficheros/01javaio/0104bytestream/index.html	(from https://manuais.pages.iessanclemente.net/plantillas/dam/ad/index.html)
22:44:48	115012/115012	---MCZ	200	added ('OK')	text/html	date:Fri,%2006%20Jun%202025%2008:52:59%20GMT	https://manuais.pages.iessanclemente.net/plantillas/dam/ad/01accesoficheros/01javaio/0105characterstream/index.html	C:/Users/Javi/Desktop/AD/AD/manuais.pages.iessanclemente.net/plantillas/dam/ad/01accesoficheros/01javaio/0105characterstream/index.html	(from https://manuais.pages.iessanclemente.net/plantillas/dam/ad/index.html)
22:44:48	100894/100894	---MCZ	200	added ('OK')	text/html	date:Fri,%2006%20Jun%202025%2008:52:59%20GMT	https://manuais.pages.iessanclemente.net/plantillas/dam/ad/01accesoficheros/01javaio/0106javaiobuffer/index.html	C:/Users/Javi/Desktop/AD/AD/manuais.pages.iessanclemente.net/plantillas/dam/ad/01accesoficheros/01javaio/0106javaiobuffer/index.html	(from https://manuais.pages.iessanclemente.net/plantillas/dam/ad/index.html)
22:44:48	118369/118369	---MCZ	200	added ('OK')	text/html	date:Fri,%2006%20Jun%202025%2008:52:59%20GMT	https://manuais.pages.iessanclemente.net/plantillas/dam/ad/01accesoficheros/01javaio/0107javaistream/index.html	C:/Users/Javi/Desktop/AD/AD/manuais.pages.iessanclemente.net/plantillas/dam/ad/01accesoficheros/01javaio/0107javaistream/index.html	(from https://manuais.pages.iessanclemente.net/plantillas/dam/ad/index.html)
22:44:49	194933/194933	---MCZ	200	added ('OK')	text/html	date:Fri,%2006%20Jun%202025%2008:52:59%20GMT	https://manuais.pages.iessanclemente.net/plantillas/dam/ad/01accesoficheros/01javaio/0109ejercicios/index.html	C:/Users/Javi/Desktop/AD/AD/manuais.pages.iessanclemente.net/plantillas/dam/ad/01accesoficheros/01javaio/0109ejercicios/index.html	(from https://manuais.pages.iessanclemente.net/plantillas/dam/ad/index.html)
22:44:49	82870/82870	---MCZ	200	added ('OK')	text/html	date:Fri,%2006%20Jun%202025%2008:52:59%20GMT	https://manuais.pages.iessanclemente.net/plantillas/dam/ad/01accesoficheros/02javanio2/index.html	C:/Users/Javi/Desktop/AD/AD/manuais.pages.iessanclemente.net/plantillas/dam/ad/01accesoficheros/02javanio2/index.html	(from https://manuais.pages.iessanclemente.net/plantillas/dam/ad/index.html)
22:44:49	86855/86855	---MCZ	200	added ('OK')	text/html	date:Fri,%2006%20Jun%202025%2008:52:59%20GMT	https://manuais.pages.iessanclemente.net/plantillas/dam/ad/01accesoficheros/02javanio2/0202javaniopath/index.html	C:/Users/Javi/Desktop/AD/AD/manuais.pages.iessanclemente.net/plantillas/dam/ad/01accesoficheros/02javanio2/0202javaniopath/index.html	(from https://manuais.pages.iessanclemente.net/plantillas/dam/ad/index.html)
